"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"11019","","urinary bladder; urothelial cells[≥Medium]","""Approved""|""Enhanced""|""Supported""","PHB1|KDELR1|CCP110|RXFP1|UBE2L3|PSMD4|MAGEA1|CCDC92|Ngef|MEF2C|SMARCC2|RPL21|MTUS1|OR6T1|FAM133A|MTAP|MARF1|TP53|KLK7|TP53BP2|VASP|BBS1|UBAC2|RPS26|HAL|ZNF250|FAF2|MEOX1|E6|NELFCD|Psmb5|RMI1|HIST2H2BF|AFTPH|RARA|ALOX12B|PAK1|RNASE7|RPL17|CA10|KTN1|PSMC4|PSMC1|TTC3|JADE1|UBE2D1|UBE3A|TEPSIN|POTEF|TMEM14B|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|MAP7D2|Ube3a|PSMD10|TMEM31|PSAP|UBC|Rtkn|SEM1|TRPV5|UBE2N|SRPRB|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|CELA2B|RAD23A|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|MCM6|EAPP|Herc2|Ephb2","86","225133","226543|226175|226361|226273|225923|225255|226181|226123|225939|225911|226295|226607|226529|226213|226151|226519|225361|225241|226463|225805|226737|226111|225833|226635|226435|225867|226147|225655|225169|226075|226239|226083|225955|226035|226011|226357|225163|226591|226595|226115|226487|226247|226243|226031|225453|226331|225167|226307|226555|225445|226457|226409|225345|225683|226479|226139|226503|226187|225945|226251|226315|226007|225383|225211|226281|226325|225927|226301|225217|226091|225491|226019|226087|225819|226577|226127|225757|225771|226423|225941|226349|226119|225301|225975|226171|225489","0.014206871563163333","0.7166666666666667","120","0.014434373950990266","Human Protein Atlas","HPA:0610832","urinary bladder; urothelial cells[≥Medium]","5958"
"21031","","""Any process that modulates the rate, frequency, or extent of dendritic spine development, the process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure."" [GOC:dph]","""ISS""|""IEA""","CCDC92|TANGO6|TUBB2B|TTC3|RAD23A|Epha4","6","225133","226123|226677|226699|226031|225757|225941","0.01441064280852417","0.03529411764705882","170","0.1016949152542373","Gene Ontology Biological Process","GO:0060998","regulation of dendritic spine development","59"
"10842","","Toll Like Receptor 4 (TLR4) Cascade","""REAC""","TANGO6|LARS1|CA10|PSMC1|MID2|DOK4|TMEM31|CELA2B|USP14","9","225133","226677|226491|226115|226243|225683|226139|226315|226127|226727","0.014505857839327363","0.07317073170731707","123","0.06293706293706294","Reactome pathways","REAC:R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","143"
"10842","","TNF signaling","""REAC""","UBE2L3|CA10|PSMC1|SERHL2|MID2|DOK4","6","225133","225923|226115|226243|226289|225683|226139","0.014587533678969653","0.04878048780487805","123","0.10909090909090909","Reactome pathways","REAC:R-HSA-75893","TNF signaling","55"
"21031","","""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]","""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","CCP110|UBE2L3|MEF2C|MTUS1|SCAMP1|OR6T1|EID1|LARS1|KLK7|FAF2|TIMP2|NELFCD|RAC1|Psmb5|TCF19|NSUN2|PSMC4|SERHL2|PRAG1|ZFAND5|NOMO2|ATG9A|MID2|MAP7D2|UBC|Rtkn|SRPRB|TAT|TRIM65|TTC23L|H2BC12|Epha4|ASAP3","33","225133","226361|225923|225911|226529|226015|226213|225979|226491|226463|226147|226685|226075|225161|226239|226027|225511|226247|226289|226003|226745|225991|225345|225683|226187|225383|225211|226301|225217|226087|225819|226423|225941|225341","0.014843284380352999","0.19411764705882353","170","0.018141836173721827","Gene Ontology Biological Process","GO:0007049","cell cycle","1819"
"10842","","L13a-mediated translational silencing of Ceruloplasmin expression","""REAC""","EIF4A1|SMARCC2|MARF1|PARVA|AFTPH|TEPSIN|UBC|Ephb2","8","225133","226399|226295|225361|225995|226035|226307|225383|225489","0.01628946300702678","0.06504065040650407","123","0.07142857142857142","Reactome pathways","REAC:R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","112"
"11019","","spleen; cells in white pulp[≥Medium]","""Approved""|""Enhanced""|""Supported""","PHB1|CCP110|UBE2L3|TANGO6|MEF2C|SMARCC2|RPL21|FAM133A|MARF1|TP53|TP53BP2|VASP|UBAC2|HAL|ZNF366|Psmb5|HIST2H2BF|AFTPH|ALOX12B|RPL17|CA10|PSMC4|PSMC1|TTC3|UBE2D1|TEPSIN|TMEM14B|MID2|KRT72|DOK4|TMEM31|UBC|Rtkn|SEM1|UBE2N|SRPRB|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|CELA2B|RAD23A|RAD23B|H2BC12|Epha4|ACTBL2|Ephb2","49","225133","226543|226361|225923|226677|225911|226295|226607|226151|225361|225241|225805|226737|225833|226435|226765|226239|225955|226035|226357|226595|226115|226247|226243|226031|226331|226307|225445|225683|226479|226139|226315|225383|225211|226281|225927|226301|225217|226091|225491|226019|226087|225819|226127|225757|225771|226423|225941|226349|225489","0.017256189352403105","0.4083333333333333","120","0.01801470588235294","Human Protein Atlas","HPA:0530722","spleen; cells in white pulp[≥Medium]","2720"
"10842","","GTP hydrolysis and joining of the 60S ribosomal subunit","""REAC""","EIF4A1|SMARCC2|MARF1|PARVA|AFTPH|TEPSIN|UBC|Ephb2","8","225133","226399|226295|225361|225995|226035|226307|225383|225489","0.01736598964727266","0.06504065040650407","123","0.07079646017699115","Reactome pathways","REAC:R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","113"
"10842","","Regulation of NF-kappa B signaling","""REAC""","LARS1|MID2|DOK4|CELA2B","4","225133","226491|225683|226139|226127","0.017932432786378582","0.032520325203252036","123","0.2222222222222222","Reactome pathways","REAC:R-HSA-9758274","Regulation of NF-kappa B signaling","18"
"8484","","Viral carcinogenesis","""KEGG""","MTUS1|LARS1|FAF2|RNASE7|TTC3|Rtkn|WDR4|SUMO3|H2BC12","9","225133","226529|226491|226147|226591|226031|225211|226091|226019|226423","0.017936296391616972","0.10344827586206896","87","0.04477611940298507","KEGG","KEGG:05203","Viral carcinogenesis","201"
"10842","","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","""REAC""","HAL|RNASE7|MID2|DOK4|Arhgef15","5","225133","226435|226591|225683|226139|225491","0.017989146057798715","0.04065040650406504","123","0.14285714285714285","Reactome pathways","REAC:R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","35"
"21031","","""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]","""IPI""|""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|UBE2L3|LARS1|CGGBP1|HAL|FAF2|MEOX2|RAC1|Psmb5|NSUN2|HIST2H2BF|TUBB2B|PAK1|RNASE7|PSMC1|TTC3|SERHL2|PRAG1|NOMO2|H2AC4|MID2|TMEM31|UBC|Rtkn|UBE2N|YWHAE|TAT|Arhgef15|SNAPC3|CELA2B|RAD23A|RAD23B|H2BC12|ACTBL2|CCDC74A|Ephb2","36","225133","226543|225923|226491|225533|226435|226147|225669|225161|226239|225511|225955|226699|225163|226591|226243|226031|226289|226003|225991|226409|225683|226315|225383|225211|225927|226095|225217|225491|225367|226127|225757|225771|226423|226349|226119|225489","0.019163522386956153","0.21176470588235294","170","0.017126546146527116","Gene Ontology Biological Process","GO:0051246","regulation of protein metabolic process","2102"
"21031","","""The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]","""IMP""|""IEA""","PRELID3A|FAF2|RAC1|ZNF366|TCF19|TUBB2B|ZFAND5|Rtkn","8","225133","226235|226147|225161|226765|226027|226699|226745|225211","0.019409868399333445","0.047058823529411764","170","0.06153846153846154","Gene Ontology Biological Process","GO:0021987","cerebral cortex development","130"
"21031","","""Any process that modulates the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]","""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","HAL|Psmb5|TUBB2B|TTC3|NOMO2|TAT|Arhgef15|RAD23B|ACTBL2","9","225133","226435|226239|226699|226031|225991|225217|225491|225771|226349","0.021218932432041822","0.052941176470588235","170","0.05202312138728324","Gene Ontology Biological Process","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","173"
"21031","","""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]","""NAS""|""IGI""|""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","UBE2L3|HERC2|CGGBP1|COPS7B|HAL|Psmb5|b3kpl7_human|RPL17|CA10|PSMC1|TTC3|PRAG1|RPH3A|NOMO2|H2AC4|MID2|DOK4|TMEM31|SEM1|UBE2N|CELA2B|RAD23B","22","225133","225923|225507|225533|226133|226435|226239|225351|226595|226115|226243|226031|226003|225287|225991|226409|225683|226139|226315|226281|225927|226127|225771","0.021746576047471485","0.12941176470588237","170","0.02268041237113402","Gene Ontology Biological Process","GO:0070647","protein modification by small protein conjugation or removal","970"
"21031","","""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:cjm, GOC:mah]","""NAS""|""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","LARS1|RPL29|BBS1|HAL|ZNF250|S100A4|UBC|LCN1|RAD23B|H2BC12","10","225133","226491|226621|226111|226435|225867|226277|225383|226497|225771|226423","0.022584921985895175","0.058823529411764705","170","0.045454545454545456","Gene Ontology Biological Process","GO:0034976","response to endoplasmic reticulum stress","220"
"21031","","""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]","""ISS""|""IEA""","CCDC92|TANGO6|TUBB2B|TTC3|SNAPC3|RAD23A|Epha4","7","225133","226123|226677|226699|226031|225367|225757|225941","0.02653529469369319","0.041176470588235294","170","0.07142857142857142","Gene Ontology Biological Process","GO:0060996","dendritic spine development","98"
"10842","","Cap-dependent Translation Initiation","""REAC""","EIF4A1|SMARCC2|MARF1|PARVA|AFTPH|TEPSIN|UBC|Ephb2","8","225133","226399|226295|225361|225995|226035|226307|225383|225489","0.026694101381113677","0.06504065040650407","123","0.06666666666666667","Reactome pathways","REAC:R-HSA-72737","Cap-dependent Translation Initiation","120"
"10842","","Eukaryotic Translation Initiation","""REAC""","EIF4A1|SMARCC2|MARF1|PARVA|AFTPH|TEPSIN|UBC|Ephb2","8","225133","226399|226295|225361|225995|226035|226307|225383|225489","0.026694101381113677","0.06504065040650407","123","0.06666666666666667","Reactome pathways","REAC:R-HSA-72613","Eukaryotic Translation Initiation","120"
"10842","","DNA Damage Recognition in GG-NER","""REAC""","CGGBP1|MID2|DOK4|TAT|Arhgef15","5","225133","225533|225683|226139|225217|225491","0.02706870192572494","0.04065040650406504","123","0.13157894736842105","Reactome pathways","REAC:R-HSA-5696394","DNA Damage Recognition in GG-NER","38"
"21031","","""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]","""IEP""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","PHB1|HERC2|MAGEA1|TANGO6|MEF2C|MTUS1|EID1|MTAP|LARS1|RPL29|PDE1B|BBS1|HAL|ZNF250|FAF2|E6|TIMP2|RAC1|Psmb5|HIST2H2BF|UCHL5|CSTPP1|TTC3|SERHL2|PRAG1|UBE2D1|RPH3A|NOMO2|H2AC4|S100A4|Ube3a|PSMD12|TMEM31|UBC|Rtkn|RHBDD2|IDH1|UBE2N|LCN1|SRPRB|YWHAE|TAT|WDR4|Arhgef15|SUMO3|SNAPC3|TRIM65|TTC23L|CELA2B|RAD23A|RAD23B|H2BC12|ACTBL2|USP14","54","225133","226543|225507|226181|226677|225911|226529|225979|226519|226491|226621|225999|226111|226435|225867|226147|225169|226685|225161|226239|225955|225483|226039|226031|226289|226003|226331|225287|225991|226409|226277|225945|226255|226315|225383|225211|225431|225403|225927|226497|226301|226095|225217|226091|225491|226019|225367|226087|225819|226127|225757|225771|226423|226349|226727","0.029021257218022796","0.3176470588235294","170","0.014007782101167316","Gene Ontology Biological Process","GO:0006950","response to stress","3855"
"10842","","Ovarian tumor domain proteases","""REAC""","LARS1|FAF2|PSMC1|MID2|DOK4","5","225133","226491|226147|226243|225683|226139","0.03076944131412744","0.04065040650406504","123","0.1282051282051282","Reactome pathways","REAC:R-HSA-5689896","Ovarian tumor domain proteases","39"
"21031","","""The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]","""IMP""|""ISS""|""IEA""","PRELID3A|FAF2|RAC1|ZNF366|Psmb5|TCF19|NSUN2|TUBB2B|ZFAND5|Rtkn|RAD23A","11","225133","226235|226147|225161|226765|226239|226027|225511|226699|226745|225211|225757","0.03147421764786393","0.06470588235294118","170","0.03942652329749104","Gene Ontology Biological Process","GO:0021537","telencephalon development","279"
"21031","","""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]","""HEP""|""NAS""|""TAS""|""IMP""|""ISS""|""IEA""","MTUS1|SCAMP1|LARS1|PRELID3A|FAF2|RAC1|ZNF366|Psmb5|TCF19|NSUN2|TUBB2B|TLCD5|KTN1|TTC3|ZFAND5|MID2|Rtkn|SLC25A1|RAD23A","19","225133","226529|226015|226491|226235|226147|225161|226765|226239|226027|225511|226699|226311|226487|226031|226745|225683|225211|226663|225757","0.03825957320990467","0.11176470588235295","170","0.0241423125794155","Gene Ontology Biological Process","GO:0060322","head development","787"
"10842","","G2/M DNA damage checkpoint","""REAC""","HERC2|LARS1|TIMP2|TMEM31|Rtkn|WDR4|SUMO3","7","225133","225507|226491|226685|226315|225211|226091|226019","0.03872884466418091","0.056910569105691054","123","0.07446808510638298","Reactome pathways","REAC:R-HSA-69473","G2/M DNA damage checkpoint","94"
"10842","","Generic Transcription Pathway","""REAC""","PSMD4|TANGO6|MEF2C|LARS1|KLK7|GMCL2|DAZAP2|MEOX1|E6|TIMP2|ZNF366|NSUN2|PIGF|PAK1|RNASE7|PSMC1|UBE2D2|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|MAGEA12|Rtkn|SRPRB|WDR4|SUMO3","29","225133","225255|226677|225911|226491|226463|226167|225547|225655|225169|226685|226765|225511|226221|225163|226591|226243|225959|225991|226457|226409|225345|225683|226139|226255|225637|225211|226301|226091|226019","0.039257962649725156","0.23577235772357724","123","0.023500810372771474","Reactome pathways","REAC:R-HSA-212436","Generic Transcription Pathway","1234"
"10842","","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","""REAC""","MID2|DOK4|TMEM31|USP14","4","225133","225683|226139|226315|226727","0.0413882198442009","0.032520325203252036","123","0.18181818181818182","Reactome pathways","REAC:R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","22"
"8484","","Alzheimer disease","""KEGG""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|USP14","12","225133","225255|225169|226027|226221|225163|226591|226289|226457|226409|225345|226255|226727","0.042723080504803425","0.13793103448275862","87","0.031413612565445025","KEGG","KEGG:05010","Alzheimer disease","382"
"10842","","Toll-like Receptor Cascades","""REAC""","TANGO6|LARS1|CA10|PSMC1|MID2|DOK4|TMEM31|CELA2B|USP14","9","225133","226677|226491|226115|226243|225683|226139|226315|226127|226727","0.044201503583328056","0.07317073170731707","123","0.05454545454545454","Reactome pathways","REAC:R-HSA-168898","Toll-like Receptor Cascades","165"
"10842","","MyD88 cascade initiated on plasma membrane","""REAC""","TANGO6|LARS1|MID2|DOK4|TMEM31|CELA2B|USP14","7","225133","226677|226491|225683|226139|226315|226127|226727","0.04426295170967055","0.056910569105691054","123","0.07291666666666667","Reactome pathways","REAC:R-HSA-975871","MyD88 cascade initiated on plasma membrane","96"
"10842","","Toll Like Receptor 5 (TLR5) Cascade","""REAC""","TANGO6|LARS1|MID2|DOK4|TMEM31|CELA2B|USP14","7","225133","226677|226491|225683|226139|226315|226127|226727","0.04426295170967055","0.056910569105691054","123","0.07291666666666667","Reactome pathways","REAC:R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","96"
"10842","","Toll Like Receptor 10 (TLR10) Cascade","""REAC""","TANGO6|LARS1|MID2|DOK4|TMEM31|CELA2B|USP14","7","225133","226677|226491|225683|226139|226315|226127|226727","0.04426295170967055","0.056910569105691054","123","0.07291666666666667","Reactome pathways","REAC:R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","96"
"22097","","""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]","""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","CCP110|HERC2|MAGEA1|ECH1|SCAMP1|LARS1|TP53BP2|PRELID3A|VASP|FAF2|E6|NELFCD|TCF19|NSUN2|HBA1|HIST2H2BF|TUBB2B|RARA|CSTPP1|DISC1|PSMC4|ZFAND6|KLHL38|RPH3A|CAPN3|ZNF446|KRT6B|NOMO2|MAP7D2|PSMD10|PSAP|PIP|LCN1|CEP170|Epha4|OR5M8","36","225133","226361|225507|226181|226377|226015|226491|225805|226235|226737|226147|225169|226075|226027|225511|226059|225955|226699|226011|226039|225971|226247|226749|225357|225287|225963|225881|226467|225991|226187|226251|226007|226549|226497|226369|225941|226209","0.04571489443398801","0.2057142857142857","175","0.014814814814814815","Gene Ontology Cellular Component branch","GO:0005856","cytoskeleton","2430"
"22097","","""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]","""IPI""|""IC""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|UBE2L3|MAGEA8|HERC2|PSMD4|P0DTD1-PRO_0000449633|MAGEA1|TANGO6|MEF2C|SMARCC2|ECH1|MTUS1|OR6T1|FAM133A|MTAP|LARS1|RPL29|TP53|CGGBP1|COPS7B|KLK7|VASP|PARVA|UBAC2|H1-4|HAL|DAZAP2|ipi00768616-rat-pro|ZFAND2B|FAF2|MEOX1|Rhoa|E6|E7|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|TCF19|RMI1|NSUN2|HIST2H2BF|AFTPH|RARA|PIGF|CSTPP1|PAK1|RNASE7|b3kpl7_human|DISC1|CCT4|CA10|PSMC4|PSMC1|TTC3|PRAG1|UBE2D2|UBE2D1|UBE3A|TEPSIN|TMEM14B|NOMO2|KDM2A|ANKRD49|H2AC4|ATG9A|MID2|DOK4|MAP7D1|S100A4|PSMD12|MAGEA12|PSMD14|TMEM31|UBC|TBC1D14|Rtkn|IDH1|SEM1|NR4A3|TRPV5|UBE2N|SRPRB|SLC25A1|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|PLAUR|RAD23A|RAD23B|Epha4|ACTBL2|CCDC74A|MCM6|EAPP|USP14|Mvl|ASAP3","104","225133","226399|226543|225923|226069|225507|225255|226217|226181|226677|225911|226295|226377|226529|226213|226151|226519|226491|226621|225241|225533|226133|226463|226737|225995|225833|226335|226435|225547|226319|226761|226147|225655|225277|225169|226051|226685|226075|225161|226765|226239|226027|226083|225511|225955|226035|226011|226221|226039|225163|226591|225351|225971|226365|226115|226247|226243|226031|226003|225959|226331|225167|226307|225445|225991|226457|226103|226409|225345|225683|226139|226503|226277|226255|225637|226263|226315|225383|226023|225211|225403|226281|225423|226325|225927|226301|226663|225217|226091|225491|226019|226087|225819|226577|226225|225757|225771|225941|226349|226119|225301|225975|226727|225947|225341","0.0461860489681646","0.5942857142857143","175","0.010323605320627358","Gene Ontology Cellular Component branch","GO:0005634","nucleus","10074"
"21031","","""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]","""NAS""|""IGI""|""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","UBE2L3|HERC2|CGGBP1|COPS7B|HAL|Psmb5|b3kpl7_human|RPL17|CA10|PSMC1|TTC3|PRAG1|RPH3A|NOMO2|H2AC4|MID2|DOK4|TMEM31|SEM1|UBE2N|CELA2B|RAD23B","22","225133","225923|225507|225533|226133|226435|226239|225351|226595|226115|226243|226031|226003|225287|225991|226409|225683|226139|226315|226281|225927|226127|225771","0.04768243894932502","0.12941176470588237","170","0.021547502448579822","Gene Ontology Biological Process","GO:0043687","post-translational protein modification","1021"
